	diapaused_TE	mTor_TE	paused_TS	cluster
mmu-miR-126a-5p	-0.545193113286155	0.695978587418436	-0.7277767998134941	8
mmu-miR-130b-3p	-1.3776821821351901	0.29856933404363395	0.483691748048871	8
mmu-miR-155-5p	-0.8053501700744641	1.3744206784668898	0.0	8
mmu-miR-195a-5p	0.0	0.662901370962443	-0.707969971046021	8
mmu-miR-205-5p	-1.34821650630065	0.339237409941376	-0.0637045949848942	8
mmu-miR-30e-3p	-0.471559521516982	1.15487308289908	0.9081789097330479	8
mmu-miR-30e-5p	-0.707333561872583	0.6620245227271829	0.731339293240234	8
mmu-miR-320-3p	-0.592637285211642	1.13623940559499	-0.7925024134219019	8
mmu-miR-338-3p	0.0	0.676527193778026	-0.713481491169511	8
mmu-miR-3535	-1.1667586165433	0.9036664756030319	-0.135389118671624	8
mmu-miR-434-3p	0.0	0.9893623458919251	-0.6594248045012641	8
mmu-miR-467e-3p	-0.418344505167511	0.50410180393189	-0.38828957605170705	8
